@relation 'datasets'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'اللهم انصر الاسلام و المسلمين واعلي راية الحق و نصر اخواننا في فلسطين يارب العالمين',pos
'اللهم آمين.. ربنا يكرمك ويرضي عنك',pos
'أكلاتهم رائعة. حقا السيفيتشي من أروعها. شعب مضياف و بسيط. تحس و كأنك في بلدك ',pos
'مبروك يا أبا مكة',pos
'تفرجت لهاد المقابلة امين حاريث كان فالمستوى العالي وقدم مبارة اكثر من رائعة',pos
'قدم مبارة رائعة دفاعيا و هجوميا',pos
'تبارك الله ماشاء الله عليه',pos
'ماكرون يشيد بجلالة الملك في قمة "وان بلانيت ساميت"',pos
'برافو عموتة احسن مدرب',pos
'برافو خطوة موفقة في علوم التكنلوجيا تضاف الي سجل المغرب البطل وستكون له مهام عديدة في استكشاف مايدور علي الارض وردع العدو الطامع ',pos
'تحية كبيرة للقائد مبارك بوصوفة وايضا لفريق الجزيرة الاماراتي الشقيق على تمثيله للعرب احسن تمثيل',pos
'الحمد لله على نعمة الاسلام والمسلم لا يخاف الموت',pos
'اعجبني',pos
'لاوالله ان ،،الهواوي،،نعم التليفون كيصبر فشارج والى طاح فالارض كيصبر كدلك',pos
'كل التشجيع والتقدير ن طاقم cap24 وبالأخص صديقي سفيان الفاصيقي',pos
'تواضع و علم وحكمة .. الن الحاضر والمستقبل',pos
'اشجع واحسن طيار كل الاحترام والتقدير له',pos
'شكر الله سعيكم وعملكم',pos
'سامسونج هيا التوب ها الاس 6 عندي و شحال من مرة طاح و مزال خدام السلعة د الشينوا منشريهاش و تبقى غا هي',pos
'اقدر جهودكم علي نشر الفيديو شكرا جدااا',pos
'كلام في منتهى الروعة',pos
'💞اﻹنسانية محبة وسﻻم وعيش مشترك لجميع',pos
'بارك الله في شيخنا الفاضل',pos
'ماشاء الله على العلامة الذكتور سعيد الكملي',pos
'ما أحلى أن نَعيش في خيرٍ وسَلام',pos
'ما أحلى أن نَكون في حُبٍ ووِئــام',pos
'لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع',pos
'ولخير للجميع والدنيا تبقـــى تبقى أمان لجميع',pos
'نشكر تعليقك ومرورك متابعنا الكريم، ',pos
'مارادونا يبقى الأفضل عبر التاريخ',pos
'ربنا يحميها',pos
'عبارة رائعة',pos
'وأعظم الناس على وجه الأرض سبحانك ربي',pos
'كلام جيد ولكن كلام الرسول صلي الله عليه وسلم اعظم ،،الأخلاق هي الحياة',pos
'ليس غريبا عن الاخوان في الاردن وابطالها',pos
'منتصب القامه مرفوع الهامه',pos
'بطل الله يحميه ويفك اسرو',pos
'بارك الله فيك شيخنا الفاضل',pos
'منشور رائع ',pos
'كلام راااااائع',pos
'جميل جدا',pos
'الله أكبر والعزة لله الله يحميكم وينصركم',pos
'الثقة الحب الالتزام ',pos
'كلام جميل ومنطقي ....',pos
'بالفعل..... فالحياة لا تحتاج للتعقيد',pos
'منشور روووعه',pos
'كلام عظيم',pos
'انا أحب دين الأسلام وأستمع للعلماء المسلمون',pos
'في ذلك البلد الذي يقدر قيمة الانسان',pos
'مبروك على الناجحين',pos
'يكفي أنك ولدت في أقوى دولة في العالم',pos
'رجل حكيم ولو انه أسلم لجمع الفضيلتين',pos
'جنيل اوى اوى وحكم حلوة والله',pos
'مقطع رائع يستحق المشاهدة',pos
'دعوه للتفائل',pos
'أحسنت كلام في منتهى الروعه',pos
'وااااو اجمل كلام ',pos
'المهم ان لا تغلبنا هموم الحياة',pos
'افكار عملاقة من عمالقة روعة امل حب تفاؤل شئ يفرح ويشرح الصدر',pos
'الحمد الله علي كل حال',pos
'قدوتي رسولى سيدنا محمد عليه السلام اللهم صل وسلم وبارك عليه',pos
'هذا الطفل الفلسطيني أشرف من العالم كله',pos
'وعقبال جائزة أفضل لاعب في العالم',pos
'اللهم زد وبارك ',pos
'الله يحمي الااردن ويلعن كل حاقد يتمنا لنا الدمار مرفوعه رايتك بعون الله ياوطني وياايها الشعب الطيب',pos
'منوره ياست الكل',pos
'الجيتار الجميل مع الصوت التحفه ماشاء الله منورين الدنيا كلها',pos
'منور يا فنان',pos
'منورين الشباب',pos
'يا أخي معتز مطر أخوك من الجزائر وأنا أحبك في الله ما دمت تدافع عن القضية الفلسطينية',pos
'والله انت رائع يا معتز الله يحميك انت من الاعلاميين الشرفاء الاقلاء الباقيين ',pos
'نحن شعب واحد ونحب بعضنا ومسلمين إخوة لكن إياكم والاعلام إخواني اخواتي سلام',pos
'احلى فنان عندنا',pos
'رجل صاحب موقف شجاع الله يكتر امثاله',pos
'انا كنحبكم شكرا رأيكم يهمني',pos
'لا تبكي يا فلسطين على حالك حقك ترفعي راسك بأبطالك القدس لنا شاء من شاء وأبى من أبى القدس',pos
'شعب الجبارين انظر الى اطفال فلسطين وتعلم منهم الوطنية الحرية ... القدس عاصمة فلسطين',pos
'انظر الى طفل فلسطين فأتعلم الرجولة',pos
'وانظر الى اسير فلسطين فأتعلم الحرية',pos
'وانظر الى شبل فلسطين فأتعلم النضال',pos
'وانظر الى شيخ فلسطين فأتعلم الحكمة',pos
'وانظر الى نساء فلسطين فأتعلم التضحية',pos
'تعلم الرجولة والحرية والنضال والحكمة والتضحية',pos
'من اجيال فلسطين من صغيرها الى كبير',pos
'تستحقين كل التقدير والاحترام ولو',pos
'عاش جلالة الملك حامى الملة والدين وراعي حقوق رعاياه الاوفياء الذي لنا كامل الثقة في جلالته لنقل هذا العامل عاجلا غير اجل ',pos
'أغنية جمبلة بتوفيق نجوى',pos
'اجمل وارجل واشيك شعب فى العالم شعب الشجعان بنت ارجل من العالم العربى كله',pos
'أغنية مليئة بالأحاسيس الرقيقة لأجمل وأطيب فنانة ',pos
'الله يوفق صوت رائع',pos
'اتمنى لك التوفيق والنجاح الدائم يا غالية',pos
'مبروك على الناس لي ربحوا و سعدات ناس كازا دوزوا معاك وقت زوين',pos
'تحية كبيرة ليك يا اغلى فنان من وجدة',pos
' مبروك الفوز ب الجائزة الأخير تحياتي إلا الأسرة الكريمة انك سفير الأغنية المغربية وروح الموطنة المغربية',pos
'بعشقك وبعشق صوتك واحساسك',pos
'بتوفيق نجوى تستاهلين',pos
'كلو حلوو',pos
'الف الف الف ... الف مبروووووووووك يا محبوب الجماهير .. تستحقها عن جدارة و استحقاق',pos
'هنيئا لك يا عالمي نحن فخورون بك جدااا جدااا جدااا ... جدااا " مبرووووووووووك الربحة الليلة الفرحة',pos
'ﺍﻧﻪ ﺍﻟﻌﺎﻟﻤﻲ ﺍﻟﻌﺎﻟﻤــــــــــــــــــــــــــﻰ ﺍﻟــــــــــﺪﻭﺯﻯ ﻳﺎ',pos
'ﺳﺎﺩﺓ ﺍﻻﺑﺘﺴﺎﻣﺔ ﺗﺬﻳﺐ ﺍﻟﺼﺨﺮ ﻭ ﺍﻟﺠﻠﻴﺪ ﻭ ﻛﻞ ﺷﻲء',pos
'أكيد الديو سيكون مفاجئة رائعة، ننتظر بفارغ الصبر',pos
'الف مبروك خويا دوزى رك تستحقه حيت صوتك ماشي اي صوت رك كنت رائع احبك وكفى',pos
'الف مبررروك يانجم النجوم 🌟 المغرب الأول العالمي الدوزي💖 يارب من نجاح لنجاح',pos
'جمعة مباركة على الجميع',pos
'عيد مبارك سعيد على جميع الأمة الاسلامية #الله_ينصر_سيدنا #saadlamjarred1',pos
'صباح النور والياسمين على أجمل سعدوش',pos
'حياتي انتظر اغنيتك بفارغ الصبر وراح يكون احلى يوم واخيرا من بعد غيبة طويلة راح ترجع تنور شاشات Tv ومواقع التواصل باغنيتك الرائعة',pos
'انشاء الله تحقق نجاح باهر وتحتل المركز الاول من بين الاغاني العربية والعالمية',pos
'صباح الورد يا سعد المغاربة الاحرار لي مايدوزو عار!! انه خبر مفرح ان نسمع عن عمل لوالدك الفنان المحترم دو الصوت القوي الاصيل',pos
'سعد المجرد مغنيييي المفضل😍😍😍 انشاااللله ع طول بضل فرحااان ومبسوووط😘 والكليب والاغنية طلعوا حلويييين بجننووووووا😍',pos
'حلوة ههههه أغنية روووعة يا عسل يا مغربي سعد لمجرد راك باقي حي اقتل العدو يا رايس هههههههه أغنية ولا حلوة',pos
'خاي سعد غي سمحلي الأغنية ناقصة بالمقارنة مع الأغنيات لي فايتين ، المهم لي متافق معايا يبان هنا',pos
'واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد انت التواااضع بنفسه ',pos
'سيدنا الله يشفيك و يعافيك ، الله يخليك لينا يا أطيب قلب فالدنيا',pos
'حكيمي يستحق اللعب كاساسي لأنه لاعب متميز',pos
'في الصورة ابتسام تسكت جميلة والكل يشاهد ذتلك',pos
'تحياتي ليك خويا حفيظ اسطورة النجاحات',pos
'تبارك الله عليها باين عليها قلب طيب',pos
'حمقتونا صافي بالمدن المغربية الرائعة',pos
'عادل تاعرابت يواصل التألق ويقدم مبارة جيدة أمام بينفينتو 23/12',pos
'الصحراء المغربية بكل متحمل الكلمة دائماا المغرب #حتى يرث الله الأرض ومن عليها',pos
'الله يجازي المحسنين',pos
'صحيح و معقول في قمة الروعة و الحكمة و المعنى كلام من ذهب',pos
'زوينة',pos
'انني جد فخور بانتمائي لمنطقة اقليم ازيلال،تبعد هذه الشلالات عن قريتي ابزو بحوالي 50 كلم تقريبا.',pos
'فطور مغربي في الطبيعة .. ياسلام',pos
'بألف صحة و راحة لكن أخي حذاري من المقليات',pos
'ما شاء الله تعالى',pos
'منظر رائع سبحان الله',pos
'بﻻدي ومنبع أجدادي أفتخر بها أينما دهبت روعة من الجمال وخﻻبة بمناطرها طبيعية',pos
'السياحة والمتعة في شلالات أوزود بالمغرب',pos
'عموته أحسن مدرب مغربي',pos
'منظر راءع جمال بلادي الله يزيد يبارك',pos
'من اجمل ما شاهدت ما اروع بلادي',pos
'أحسن مكان زرتو في حياتي رائع تحياتي لبلادي الجميل',pos
'فميسي أفضل لاعب بالتاريخ',pos
'ياسلام روعه جمبوا مكان اسموا السبع عيون',pos
'منظر حقا راءع ماشاء الله على بلادي ',pos
'الله أكبر اللهم إتركنا على طاعتك حتى ندخل اللهم آمين',pos
'شهية طيبة من ميناء الدارالبيضاء‎',pos
'بﻻدي ومنبع أجدادي أفتخر بها أينما دهبت روعة من الجمال وخﻻبة بمناطرها طبيعية',pos
'في الصراحة المنطقة سياحية بمعنى الكلمة ولكن المسؤولين ما قايمينش بالواجب ما مجهزينهاش مزيان في الدروج تيتلقاو مع الحمير والبالغ حشاكم وتايديروا الزحام',pos
'أبناء مدينتي الحبيبة أسأل الله ان يرحمكم ويصبر اهاليكم . تحية نضالية للساكنة الصامدة',pos
'روعة يترب تخليلينا بلادنا',pos
'بكل بساطة لأنها جميلة ',pos
'جمال بحر مدينة الحسيمة‎',pos
'منظر جميل جدا',pos
'الله على خيرات بلادي',pos
'الله الله على مدينتي الغزالة هه',pos
'الحمد لله بﻻدنا كاملة فيها مناظر جميلة',pos
'الافضل في التاربخ اللعب بدون احدية وفي الايادي الهراوات',pos
'الصحراء مغربية نجول فيها شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية ولا شرقية ولا ميركانية ',pos
'نعم انه منضر جد جميل',pos
'تحليل منطقي و يدل على أنك على دراية و معرفة واسعة بكرة القدم، فانا بدوري اشاطرك الرأي',pos
'بالتوفيق تاعرابت الاعب المهاري',pos
'اول فنان مغربي يصل ل خمسة ملايين متابعة على انستغرام',pos
'اول فنان مغربي عربي تصل اغنيته ل خمسة مئة مليون مشاهدة على يوتيوب',pos
'أفضل لاعب في عبر التاريخ',pos
'صورة رائعة من مدينة شفشاون‎ كيجاتكم؟',pos
'اسطورة المغرب و العالم العربي',pos
'هدي بلاصه فين زوينة نثمنا شوفها قريبا ان شاء لله ',pos
'الشاون كولها الرااعة',pos
'مدينة العشاق',pos
'روعة',pos
'واعرة',pos
'الله على صحراء في المغرب',pos
'فخر المملكة المغربية',pos
'تحية للتلميذة خولة الجميلة أنت لست معاقة المعاق هو اللص الذي سرق دراجة هذا أكثر من معاق ذهنيا شماتة وليس إنسان سوي . أتمنى لك النجاح إنشاء الله مع تحياتي لك .',pos
'قلوب طيبة',pos
'احسن كلام',pos
'الحمد لله على ناس الخير ربي يجازيك بكل ما تمنيتي',pos
'شمايت شنو غيعملو بيها فاش غتنفعوم الا ادا فولو على راسم وكتابتلم اكلسو فيها',pos
'مدينتي الحبيبة روعة',pos
'الحمد الله ان ولاد الخير عوضوها على داكشي اللي تسرق منها',pos
'سعدوشية و افتخر',pos
'تبرك الله عليك لالة خولة قلب كبير. الله يسر ليك.',pos
'زياش لاعب كبير يجيد المراوغة ويجيد التمرير لزملائه',pos
'ماشي هادي هي اشقار ...كنسمع بيها زوينة بصح عمري مشيت ليها',pos
'الأمل يسطع من داك النور في تلك الأرض الإيبيرية',pos
'شكرا لكلية الناظور على تنظيم هذه الندوة ',pos
'يا سلام',pos
'الله على غروب الشمس ',pos
'كلنا مع ابن بلادي الغالي سعد لمجرد',pos
'نوفل راك ديما مغربي قح ولا عزاء لخائني الوطن ..أحترمك ولا تبالي بخونة المغرب',pos
'جميلا جدا عروسة المغرب',pos
'تالوين الغالية',pos
'الصحافي الوحيد النزيه ، و نعم الصحافي ، انت داءما مع الصراحة و السفافية',pos
'الشمال كامل جمال ',pos
'تحية لي مدينة طنجة حي بني مكادة حي العرفان حي صدا حي العرفان من مدينة دخلة ',pos
'عندو الزين عندو سعد ولد بلادو ❤❤❤',pos
'دمتم اوفياء للقلم والرأي الحر. ',pos
'الله ينصر سيدنا',pos
'وحشتنا يا معلم باغانيك الرائعه يا سعد لاتقلق من اي شيء ورائك جمهور لا ليس جمهور بل جيش من ملايين المحبين لك من المحيط الي الخليج - الي الامام يا معلم',pos
'الي الفنان العالمي سعد لمجرد - شكرا علي امتاعنا باحدث صيحات الموسيقي الجميله المزيج مابين الموسيقي المغربيه والاوربيه الحديثه فعلا انت ملك الموسيقي',pos
'الف مبروك يا سعد انت تستاهل اكتر من كده لانك فنان عالمي وكل الوطن العربي يفتخر بك ',pos
'هنيئا لكم يا شعب المغرب الحبيب بالفنان الرائع سعد لمجرد',pos
'كيف الحال يا الحبان ، الاغنية الجديدة شاغلاني شوية لكن دائما أنتم في القلب وفالبال يا جمهور مالو مثيل',pos
'مبروك الفوز مع اني مابعرف الفريق بس بما انك سعيد لفوز هالمنتخب فانا لازم كون سعيدة ',pos
'الله يسعد مساك وقلبك الطيب لعز ',pos
'انا بعشق الموسيقي بتعتو في منتهي الجمال، احلي تحيا من الشعب المصري لاخوانا المغاربة والف مبروك الكأس',pos
'دلل الحب ❤ديالنا انت بتأمر أمر حبيب القلب💙 قربنا نوصل',pos
'دمتي يا بلادي حرة سالمة والفخر كل الفخر بهويتك وانجازاتك يا وطني',pos
'ماشاء الله عليك يا نبض القلوب!!! وسامة وخلق وطيبة قلب وحسن النشأة والتربية ',pos
'له يعطيك الصحة والعافية والقوة لا ترهق نفسك 😘',pos
'اخي سعد راااك خااااي و صاحبي و شكرااا بزااااف و الله يفتحلك بيبان الخير و رااااك عزيييز علياا و بزااااف و شكرا بززاااف على وقتك ❤️❤️❤️ و اناااا اكبر فااان ديالك ',pos
'الله احميك و يحفظك ويوفقك احياتييييي متخيلش شحال توحشتك كنبغييييييك بزاااف اعمري نشاء الله قريب ترجع لينا حنا كنتسناوك او حنا ديما معاك',pos
'برافو سلا. برافو الجمعية. صراحة كرة السلة المغرببة محتاجة لهدا التتويج .',pos
'رائع مازال كاين ناس قلبهوم مزيان وبغاو لها الهير رغم مجرد تجربة اجتماعية',pos
'كنشوف بزاف ديال التعاليق ان مزال الناس فيهم الخير...را اكتريا ديال المغاربة فيهم الخير وباقي الخير',pos
'شكرا للجمهور الحبيب ',pos
'ألله ألله ..عليك ....يا ليو ...ميسي',pos
'الف مبررروك يانجم النجوم 🌟 المغرب الأول العالمي الدوزي💖 يارب من نجاح لنجاح',pos
'والنصر لزين ولغزال المغربي زادجمال الزي الزياني الامزيغي عليك مشاء الله ربي يحميك بحماه ويبعد عنك كل شر ',pos
'تبارك الله عليك معلم ف كلشي جاتك زوينة واعرة فيها دلالة امازيغية واصالة مغربية تحياتي لك',pos
'واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد انت التواااضع بنفسه اللهم في يوم الجمعة استودعك الفرج والطمئنينة وان ترزقنا الصحة والعافية ',pos
'انت رمز الجمال والفخامة الله يسعدك 💐🌻🌼🌹',pos
'اللهم أبطل عينا معجبة نظرت ومابركت، اللهم أبرد حر عين نظرت الى هذا الوجه الجميل ولم تذكر اسمك ',pos
'تباركل جتي واعر انت ديما واعر الله ينور طريقك بحال قلبك واخلاقك وجهك',pos
'تبارك الله عليك خويا سعد الله احفظك. وينجيك من شر الخلق ويخليلك والديك',pos
'إنت رمز المحبة و الجمال و الاناقة و الله يخليك يا رب و يحفضك لبيبا و المغرب واحد فرح واحد ',pos
'راك ديما طوب خويا سعد كتحكق مشأالله الله احفطك من العين',pos
'من هنا جزائرية إلى كل مغاربه دام لمغرب لاهله وناسه وفي كرامة وعز',pos
'واسعد كلك دووق',pos
'أحسنت يا أختي انا من تشاد شكرا كلامك صحيح',pos
'صباح الحب و السعادة 😘😘يا أحلى و أغلى و أجمل الدوزي 😍😍😍ربي يخليك لينا',pos
'تستاهل كل خير 😘 يارب يحفظك يارب 😘 😍 احنااااا فخورين بيك',pos
'مبرووك ياغالي فرحنا لك بزااف متصورش قدااش تستاااااهل ماكثر يا ابن وجدة المدلل العالمي وملك الاحساس نحبك وكفى',pos
'مابقا عندنا مانديروا بهاد الزواج سيرو دبرو على رجال من شي عالم اخر نتوما خاصكوم الجن يتزوجو بيكوم . ',pos
'...ﺣﻔﻈﻚ ﻟﻠﻪ ﻭﺭﻋﺎﻙ ﺳﻲ أبد الحفيد',pos
'احب إفران و بالأخص في فصل الشتاء و من أجمل المناظر الطبيعية في فصل الشتاء',pos
'من مصر وبحبك وبحب اغانيك',pos
'وبحب الاهداء الي ف اخر الكليب',pos
'ربنا يوفقك يا سعد',pos
'الف مبروك يا سعد انت تستاهل اكتر من كده لانك فنان عالمي وكل الوطن العربي يفتخر بك ',pos
'- هنيئا لكم يا شعب المغرب الحبيب بالفنان الرائع سعد لمجرد',pos
'مبروك علينا فرحتنا لا توصف يا اسود ، دخلتو علينا الفرحة الكبيرة بهذا الانتصار الساحق',pos
'الف مبروووك للشعب المغربي هذا الفوز المستحق',pos
'والله تسسستحقووون يا ابطال 💪🏻',pos
'تحية لكم من سوريا ',pos
'انا من سوريا وأحب المغرب وأحب سعد المجرد واهنئ الشعب المغرب عل الفوز وتأهل الى كأس العالم',pos
'#مبروك',pos
'منووووور المكان ومزيييدا من التقدم',pos
'وانت احلا سعد واقوى سعد رغم الضروف و رغم الحاقدييين',pos
'سعد المجرد موفق واكيد دائما وأبدا الله ينصر سيدنا حنا ديما معاك ',pos
'ماشاء الله عليك اطﻻلتك رااائعة تدفئ القلب.وتنعش الروح.رغم صقيع فصل الشتاء!!!!!لكن اين ابتسامتك الجميلة سعدوش القلب؟؟',pos
'انشاء الله نشوفوك فبلادك الحبيب وماكاين غير الله ينصر سيدنا ولي معجبو الحال راه الحيط قدامو',pos
' تحية للشريفات المغربيات ',pos
'بوركت يا شيخنا. وجعلك اللهم ذخرا لهذه الأمة. ',pos
'سلمت اناملك اخي نعم القول',pos
'يا مساءات الخير مره ومرات',pos
'ويا مساءات الفل والورد ع لكل',pos
'لا بجامل ولا بحب المجاملات',pos
'قلبي دليلي وقلبي عليكم إنّدل',pos
'جوهر عموم الناس في المعاملات',pos
'اللي لا لفيته رحب بك وهل ',pos
'كن قويا سعد لاننا نحبك والله يشهد على صدق احساسنا كنتمنى لك السعادة من كل قلبي و نشوفك داائما',pos
'اخخخخ قلبي ♡ راك منور اكتحمق كيف العادة متشوقة بزاااااف لعملك الجديد #اعطيه العصير',pos
'اكيييد يا السعد 😄 الله يعطيك الصحة واكيد تعبك رح يلقى نتيجة عظيمة كالعادة ',pos
'ربي يحفظ اردنا وحفظ ربي مغربنا العربي وجميع بلادي المسلمين',pos
'تحية عالية للاتحاد العام الوطني لدكاترة المغرب ',pos
'بورك فيك عالى ماقدمت ',pos
'علماء الكلام الفارغ لا يزيدو و لا ينقصو البشرية بشيء.',pos
'ﺣﻔﻈﻚ ﻟﻠﻪ ﻭﺭﻋﺎﻙ ﺳﻲ أبد الحفيد',pos
'ﻧﺤﺘﺮﻡ ﻓﻴﻚ ﺍﻷﺧﻼﻕ .',pos
'.... ﻭﺍﻟﺘﺮﺑﻴﺔ ﻭﺍﻟﺘﻮﺍﺿﻊ ﻭﺍﻟﻌﻄﺎء',pos
'صباااحك فلل وحب وسعااده',pos
'جمعة مباركه علينا وعليك وعلى جميع الامة الاسلاميه',pos
'تلك التلال من الثلوج ، التي تتيح للسائح التمتع بممارسة رياضة الثلج على الجليد ،و الاستمتاع به ،والاستمتاع بأغاريد الطيور',pos
'وهمسات الغابات وأنين الزوابع، وحفيف الأشجار وخرير الماء ،يجب على المسؤولين النهوض بالقطاع السياحي بإفران و بناء المنازل الجبلية و الأكواخ السياحية ',pos
'افران مدينة جميلة. ..لكن صدقوني بكل صدق هده الحديقة ممكن أن تكون أجمل بكتير لو اعتنوا بها جيدا ..',pos
'بلادنا زين خاص لليخديمها مشي لي اصرقها. ',pos
'وخويا تبارك الله عليك شرح مفصل وزويين.',pos
'منظر رائع جداً.....',pos
'شكرا حبيبنا الغالي، نتمنى أمسية سعيدة لك أيضا',pos
'سنبقى معك إلى الأبد جمهورك يحبك دون مقابل ❤❤نحبك و كفى ',pos
'بالتوفيق وطول العمر',pos
'موفق ان شاء الله يارب',pos
'المغرب واعر بزااف',pos
'بالتوفيق في لاعوام المقبلة ان شاءلله',pos
'من نجاح الى نجاح صوتك روعه ماشاء الله عليكى حتى لما',pos
'بالصحة يبطل فكرتى تغنى مصري احساسك روعه',pos
'ربنا يوفقيك ومن نجاح لنجاح ',pos
'احسنت يا فنان يا رائع ، أتمنى ان تلقى موهبتك التقدير الذي يليق بها .',pos
'وتحقق فيها نجاح اكبر من اللى حققته السنة اللى فاتت لانك شخص تستاهل النجاح والتالق ',pos
'كل عام وانت بخير يا احلى معلم بالوطن العربى والعالم كله وانشاء الله تكون سنة سعيدة عليك ',pos
'الف الف مبروك لكل المغرب المغرب العربس ولكل الوطن العربي ب',pos
'أمين يا رب .. سنة هجرية مباركة تدخل عليك يا حبيبي بالصحة و المزيد من النجاح ',pos
'جميلة. يا نجوى',pos
'وربي يسعدك وينورك ياأغلی إنسان عزيز علی قلبي ويخليلك ويعيشلك الوالدين ديالك يانور عنيا أنت الكبدة وأنت العمر وأنا نحبك كثر وكثر',pos
'سعد فنان عنده الإبداع، و الإخلاص ف عمله',pos
'سعد ولد بﻻدي منور مشاء الله كالعادة الله يفك ضيقتك يااااارب',pos
'كل سنه وانت بالف خير يا عمري سنه سعيده عليك يارب وعالاهل وعالامه الاسلاميه جميعا سنه نجاح أكتر ليك بصحه وسعاده يااارب',pos
'كل الناس إندونيسيا حبك...',pos
'نجوى نتي لي غنيتيها كتجي معاك مستقبل الأغنية المغربية بيدك أنت فقط',pos
'انا جد معجبة باغنيك وباحساسك وتواضع والادب ومعجبة بالوالدة وتمثيلها لي نفتخرو فيها الله يخليها لك نشاءالله',pos
'ياااارب كل التوفيق لك يا ملاكي الله معاك يحفظك ويقويك ويعلي نجاح اكتر',pos
'حبيبي وقلبي ونور عيوني انت ياوسيم ',pos
'أجمل وانظف الكلبات هي كلبات ديال اغاني سعد لمجرد',pos
'اسأل الذي جمعنا في دنيا فانية أن يجمعنا ثانية في جنة قطوفها دانية عام هجري سعيد.',pos
'علينا وعليك بالصحة والعافية والتألق والمزيد من النجاح للوصول الى العالمية ولو انك قد وصلتها اتمنى لك المزيد',pos
'كل عام و انت بألف خيييير يا نبضي 😍😍😍 و ياااارب تبقي سنه هجريه مليئه بالنجاحات كالعاده يا حبي بعشقك و مصر ب',pos
'سنة هجرية سعيدة.... مليئة بالنجاحات و المسرات و التوفيق من الله عز و جل.... ',pos
'كل عام وإنت بألف خير يامعلم إنشاء الله تكون سنة سعيدة عليك ربنا يوفقك',pos
'ويديك اللي تتمناه إنشاء الله تكون سنة خير عليك حافلة بالنجاحات والأغاني والحفلات ويزيد إسمك يلمع في الوسط الفني ويبعد علي كل مني يعاديك ويضرك يارب أنا نحبك بالزاف بالزاف يامعلم .تعشقك',pos
'. انت فنان ياحبيبي',pos
'الى شايف سعد لمجرد احسن مطرب ف الوطن العربي يخبط لايك ويقول هوا من فين',pos
'حب صامت يتحدث فقط عندما اراك...',pos
'انت روحي ياقمر ربي يديم التفوق والنجاح يا روحي ',pos
'ترح و ترجع بالسلام ياحبيبي',pos
'الله علي الجمال ياقلبي انا تعبت نفسين بسببك ربنا يقبلني فيك قريبا',pos
'كل شي فيك حلوا اغانيك وصوتك وخصوص غلطانة وانت معلم سيلينا وانشاللة دوووووم موفق ومتألق احلا نجم',pos
'هههههه نكتة جميلة شكرً',pos
'تحية لناس سوريا من دولة المغرب',pos
'يا اخى سعد المجرد فنان موهوب إن شاء الله برىء الله ينصر الحق وتظهر الحقيقه ',pos
'فخورين بك يا مفخرة المغرب',pos
'بتوفيق سعد ياأغلا ناس ياأجمل إنسان ياأجمل صوت ياحبيبي الغالي ربي يحفظك من کل مکروه',pos
'فنان عالمي اكيد راح تكون سهرة في،مستوى عالمي موفق اكيد راح تنجح حفلة لانك انت يلي فيها موفق وتكون حفلة ناجحة من نجاح لنجاح باهر يا معلم',pos
'ربنا يوفقك يااااارب من نجاح لنجاح الله يحميك ويحفظك بموووووووووووت فيييييييييييييييك سعد ممكن لايك ولو مرة واحدة من فضلك',pos
'الله يحميك ويحفظك لوالديك ويفرح قلبهم برجوعك',pos
'امتحان من عند الله سبحانه وتعالى لاختبار قدرتك على الصبر ان الله سبحانه وتعالى يجزي المؤمنين بما صبروا الله يقويك الله يقويك يارب',pos
'شمسك يا محبوب العرب، يا إنسان ،يا فنان ؛ تسطع يوما بعد يوم، كاشفة ومنيرة عن الكنز المتوارى بأعماق مخيلتك وفكرك الخصيب،',pos
'لزاخر إبداعا وابتكارا ومهارة تضاهي مختلف المخيلات العبقرية التي طبعت بصمات من دهب على وجه التاريخ .',pos
'الغالي جمالك ليس له مثيل 😢😢😢😭😭😭 أحبك أحبك ',pos
'ماتت قلوب الناس.من اجمل لاصوات سمعته في حياتي احبكي لانكي تغنين بكل احساسك..ربي يديمه',pos
'الحمد لله الذي اغاثنا على قدر بنيتنا التحتية. ',pos
'حبيبي وينو مشتاق عيني تتلاقيه تسلملي عينو يسلملي قلبو وكل شي فيه',pos
'سعد متاءلق كا عادتك الله يدوم فرحتك ويرزقك من حيت لا تحتسب بنفتخر فيك سعد',pos
'عسسسسل ياربي غزال أبيض بري في وسط المحيط القطبي والثلج حرير علي خدودك الحلوة',pos
'عاشت الصداقة الاخوية بين المغرب والسينيغال',pos
'الله يحفظك ويوفقك يا بطل .فخر الوطن',pos
'بالتوفيق وحفظك الله يا مفخرة المغرب',pos
'بالتوفيق يا بطل يا راقي. حفظك الله يا فخر المغرب',pos
'الف تحيه واجلال',pos
'ماشاءالله الله بالتوفيق والنجاح إن شاء الله',pos
'بالتوفيق ان شاء الله',pos
'أستاذ معتز شكرا كتير على البرنامج الشرف الحقيقي والشفاف',pos
'برافو خطوة موفقة في علوم التكنلوجيا تضاف الي سجل المغرب البطل وستكون له مهام عديدة في استكشاف مايدور علي الارض وردع العدو الطامع',pos
'أحسنت النشر بس احنا بنصلي ونقرأ قرأن وبرده ضربات الحياة مستمرة والمؤمن دايما مصاب',pos
'تحية لامال صقر من الاعماق وأتمنى ان تكوني صقرا وصخرا في جميع المواقف',pos
